1 account 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
2 activ 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
3 ad 3 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
4 addit 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
5 aden 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
6 advisori 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
7 afghanistan 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 0.000, 0.000]
8 afundament 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
9 agenc 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
10 aggress 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
11 ago 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
12 air 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
13 al 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
14 alert 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
15 allen 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
16 allow 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
17 america 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
18 american 5 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 0.043, 0.000]
19 analyst 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
20 announc 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.029, 0.000, 0.000, 0.000, 0.000]
21 answer 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
22 anthoni 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
23 arabian 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
24 arctic 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000]
25 area 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.000, 0.021, 0.000]
26 arm 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
27 arriv 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
28 ask 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
29 assist 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
30 associ 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
31 attack 5 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, 0.021, 0.000]
32 attempt 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
33 attract 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
34 august 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.000, 0.000, 0.000]
35 averag 2 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
36 ban 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
37 bank 2 Term Freq:[0.000, 0.000, 0.031, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
38 barak 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
39 barent 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.000, 0.000, 0.000]
40 baron 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
41 base 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
42 basket 3 Term Freq:[0.005, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
43 bc 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
44 begin 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.004, 0.000, 0.000]
45 believ 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
46 bell 2 Term Freq:[0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
47 best 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
48 big 3 Term Freq:[0.005, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
49 billet 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
50 bin 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
51 blast 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.012, 0.000, 0.000]
52 board 5 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.050, 0.014, 0.000, 0.004, 0.000, 0.000]
53 bodi 9 Term Freq:[0.005, 0.000, 0.000, 0.013, 0.025, 0.043, 0.000, 0.012, 0.000, 0.000]
54 bomber 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
55 boston 3 Term Freq:[0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
56 broadcom 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
57 broke 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
58 brown 3 Term Freq:[0.014, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
59 bruis 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
60 buck 7 Term Freq:[0.032, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
61 built 2 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
62 burst 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
63 caffei 3 Term Freq:[0.014, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
64 call 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
65 came 2 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
66 camera 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
67 campbel 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
68 carrier 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
69 case 4 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.012, 0.000, 0.000]
70 cassel 5 Term Freq:[0.023, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
71 catastroph 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
72 caus 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000]
73 cautiou 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.021, 0.000]
74 center 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
75 central 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
76 chang 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
77 charlott 6 Term Freq:[0.027, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
78 check 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
79 chief 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
80 chines 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
81 chipmak 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
82 christian 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
83 chuck 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.167, 0.000, 0.000, 0.000]
84 claim 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
85 clear 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
86 close 2 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
87 cnn 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
88 coast 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
89 cole 4 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.016, 0.000, 0.000]
90 coleman 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
91 colleg 3 Term Freq:[0.000, 0.025, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
92 combin 2 Term Freq:[0.009, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
93 come 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
94 command 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
95 commiss 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.014, 0.000, 0.000, 0.000, 0.000]
96 committe 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
97 commun 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.018]
98 compani 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
99 concert 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
100 conclus 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
101 condit 2 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.000, 0.000, 0.000]
102 confidenti 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
103 confirm 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
104 congress 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
105 consider 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
106 continut 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
107 council 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
108 court 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
109 crew 3 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.025, 0.014, 0.000, 0.004, 0.000, 0.000]
110 crippl 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
111 crowd 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
112 cut 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
113 dai 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
114 damag 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
115 danc 1 Term Freq:[0.000, 0.000, 0.016, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
116 danger 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
117 data 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
118 davi 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
119 david 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
120 dec 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
121 decid 1 Term Freq:[0.000, 0.000, 0.000, 0.013, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
122 decis 5 Term Freq:[0.005, 0.008, 0.000, 0.000, 0.000, 0.029, 0.000, 0.004, 0.000, 0.000]
123 deck 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
124 defeat 1 Term Freq:[0.000, 0.008, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
125 defend 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
126 defens 1 Term Freq:[0.005, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000]
127 delawar 1 Term Freq:[0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.004, 0.000, 0.000]
